formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
versent/taps/saml2aws,1922,0.01,macos,30,1906,0.02,99.16753381893861
tinyxml2,1919,0.01,macos,30,366,0.0,19.072433559145388
srtp,1913,0.01,macos,30,73,0.0,3.8159958180867743
bitwarden-cli,1908,0.01,macos,30,1906,0.02,99.895178197065
elastic/tap/kibana-full,1906,0.01,macos,30,1900,0.02,99.68520461699894
dep,1897,0.01,macos,30,1796,0.02,94.67580390089616
helmfile,1894,0.01,macos,30,1883,0.02,99.41921858500528
osrf/simulation/ignition-cmake2,1894,0.01,macos,30,61,0.0,3.2206969376979937
json-glib,1893,0.01,macos,30,627,0.01,33.12202852614897
libscrypt,1888,0.01,macos,30,30,0.0,1.5889830508474576
yuicompressor,1880,0.01,macos,30,132,0.0,7.021276595744681
bundletool,1879,0.01,macos,30,1871,0.02,99.57424161788185
haproxy,1877,0.01,macos,30,1842,0.02,98.13532232285563
phpmyadmin,1873,0.01,macos,30,1852,0.02,98.87880405766151
docutils,1872,0.01,macos,30,998,0.01,53.31196581196581
ocaml,1866,0.01,macos,30,895,0.01,47.963558413719184
libiscsi,1861,0.01,macos,30,29,0.0,1.5583019881783988
git-flow-avh,1859,0.01,macos,30,1852,0.02,99.62345346960731
mongodb/brew/mongocli,1856,0.01,macos,30,1855,0.02,99.94612068965517
git-secrets,1855,0.01,macos,30,1855,0.02,100.0
iperf,1855,0.01,macos,30,1837,0.02,99.02964959568733
exercism,1852,0.01,macos,30,1841,0.02,99.4060475161987
libspng,1849,0.01,macos,30,19,0.0,1.0275824770146025
shopify/shopify/themekit,1849,0.01,macos,30,1849,0.02,100.0
libuninameslist,1838,0.01,macos,30,25,0.0,1.3601741022850924
ctop,1837,0.01,macos,30,1641,0.02,89.33043004899292
mbedtls,1836,0.01,macos,30,689,0.01,37.52723311546841
jsonnet,1833,0.01,macos,30,1828,0.02,99.72722313147845
mailhog,1827,0.01,macos,30,1821,0.02,99.67159277504105
unison,1820,0.01,macos,30,1776,0.02,97.58241758241758
tomcat@8,1819,0.01,macos,30,1810,0.02,99.50522264980759
eslint,1812,0.01,macos,30,1810,0.02,99.8896247240618
neomutt,1809,0.01,macos,30,1805,0.02,99.77888336097291
iso-codes,1808,0.01,macos,30,93,0.0,5.143805309734513
opam,1804,0.01,macos,30,1442,0.02,79.93348115299335
gperftools,1797,0.01,macos,30,501,0.01,27.879799666110184
libxpm,1795,0.01,macos,30,42,0.0,2.33983286908078
ranger,1794,0.01,macos,30,1792,0.02,99.88851727982163
freerdp,1787,0.01,macos,30,1770,0.02,99.04868494683828
mackup,1771,0.01,macos,30,1748,0.02,98.7012987012987
media-info,1757,0.01,macos,30,1705,0.02,97.04040978941377
